Employee_ID,Full_Name,Gender,Age,Department,Salary,Join_Date,City,Phone_Number,Performance_Score
EMP1498,Ahmed Rizvi,Female,58,Marketing,241129,2012-02-14,Sialkot,03326105863,31
EMP1499,Shahid Iqbal,Male,57,Marketing,10000000,2014-06-10,Rawalpindi,03050059312,29
EMP1500,Rabia Farooq,Male,47,IT,233094,2022-03-29,,03247363712,23
EMP1501,Khadija  Qureshi,Female,41,Marketing,153738,09/01/2012,Peshawar,03345214993,94
EMP1502,Omar Iqbal,male ,60,Operations,41292,2012-09-09,Quetta,03264318477,54
EMP1503,AKRAM HUSSAIN,Female,48,Finance,150920,2021-01-16,Sialkot,03048503642,Excellent
EMP1504,Tahira Anwar,Female,37,Finance,46777,2012-09-11,Peshawar,03133143904,
EMP1505,Ahmed Rizvi,Male,45,Finance,95528,N/A,Lahore,03189388622,Average
EMP1506,Waqar Sheikh,Female,42,HR,224488,2021-04-29,Lahore,03293675181,66
EMP1507,Waqar Farooq,Male,60,IT,"$99,700",2020/25/12,Gujranwala,03087031592,
EMP1508,Noreen Ansari,Male,59,I.T.,119679-,2012-01-10,Rawalpindi,03066250899,15
EMP1509,Shazia Qureshi,Male,35,HR,230589,2014-12-24,Quetta,03132224418,500
EMP1510,Rizwan Baig,Female,28,HR,28607,2023-06-17,Gujranwala,03062054365,20
EMP1511, Khadija Ahmed ,F,46,IT,27770,2022-11-14,Peshawar,03087206285,67
EMP1512,Ahmed Butt,Male,58,it,47178-,2015-11-30,Islamabad,03072250122,37
EMP1513,Omar Mehmood,Male,42,,114517,2021-01-13,,03411769327,78
EMP1514,Rabia Butt,Male,41,Sales,98128,2011-05-07,Faisalabad,03054910371,13
EMP1515,Asad Akhtar,Male,42,Finance,95853,09-08-2023,Rawalpindi,03381622676,63
EMP1516,Arif Aslam,Female,-5,IT,88568,00-00-0000,Sialkot,003320978502,34
EMP1517,Naveed Rehman,Male,28,Marketing,186576,2013-07-06,,03154576867,60
EMP1518,Tariq Aslam,Female,27,,37317,"March 15, 2019",Peshawar,03078328515,97
EMP1519,Nasreen Qureshi,Male,,HR,202133,TBD,Quetta,03264680466,8
EMP1520,Tahira Yousuf,Female,40,IT ,127417,,Multan,03028646960,
EMP1521,Asad Butt,Male,12,Operations,96600,2012-01-29,Peshawar,03310796939,22
EMP1522,Omar Aziz,Male,31,IT,243701,2018-12-26,Rawalpindi,03127936791,5
EMP1523,Salma Baig,Female,8,Marketing,97707,2011-07-03,Multan,03417795115,10
EMP1524,Irfan Hussain,MALE,60,IT,220105,26/01/2012,Gujranwala,03370349814,90
EMP1525,Tariq Zaidi,Female,51,Operations,"$82,986",2017-05-06,Sialkot,03460148407,96
EMP1526,Akram Aslam,Female,10,,,2022-10-16,Karachi,03048364963,9
EMP1527,Usman  Malik,F,27,OP,219470,12/25/2014,Quetta,03258769147,59
EMP1528,Javed  Ahmed,Male,48,finance,"$38,514",2020-07-17,,03333369610,63
EMP1529,Rizwan Butt,male,35,Operations,Rs. 125868,00-00-0000,Faisalabad,0349 443 6892,11
EMP1530,,,,,,,,,
EMP1531,Nadia Durrani,Female,35,HR,51328,2016-07-28,Multan,+92-3034670174,85
EMP1532,Rukhsar Khan,F,46,H.R.,"$120,065",2015-01-11,Sialkot,N/A,58
EMP1533,hassan ali,Female,29,Marketing,153701,2015-07-26,Peshawar,0319 229 6403,48
EMP1534,Sana Mirza,Female,31,Operations,168321,2012-11-02,Lahore,03278128931,40
EMP1535,tahira rehman,Male,43,Sales,Rs. 134879,2020/25/12,Peshawar,03442458878,30
EMP1536,Irfan Naqvi,male ,95,Operations,181653,2018-10-02,Queta,03268227454,77
EMP1537,Hina Baig,male ,55,sales,57653,2023-03-08,Gujranwala,03484468954,64
EMP1538,Shazia Mehmood,Female,45,IT,249866,2020-09-16,Lahore,003249161178,70
EMP1539,Salma Farooq,Male,34,Operations,105625,2011-03-25,Quetta,+92-3087164566,200
EMP1540, Waqar Butt ,Female,26,Marketing,176380,2022-04-05,Peshawar,003343062241,13
EMP1541,Muhammad Ali,Female,46,Operations,,12/25/2021,Multan,03299525082,20
EMP1542,Tariq Qureshi,Male,-5,Sales,"$32,225",01/14/2020,Quetta,03022806896,85
EMP1543, Imran Aziz ,Male,26,IT,143570,2016-07-06,Rawalpindi ,03294326656,2.8
EMP1544,Asad Hameed,Female,33,,159134,2018-10-31,Peshawar,,
EMP1545,Ahmed Hameed,Female,33,Finance,75641,11/21/2022,Lahore,03334765706,
EMP1546,TAHIRA AKHTAR,Female,5,IT,,2021-10-02,Faisalabad,03273993682,53
EMP1547,Muhammad Javed,Female,27,HR,56542,2016-06-16,Rwp,03187387135,80
EMP1548,Asad Mehmood,Male,31,HR,217759,2016-08-08,Peshawar,+92-3486960133,22
EMP1549,Nadia Malik,M,58,Marketing,57143,2013-06-23,Karachi,03144603606,55
EMP1550,ALI DURRANI,Male,54,HR,184582,2019-03-02,Lahore,03071160970,95
EMP1551,arif sheikh,Male,27,,141791-,2022-09-09,Faisalabad,03442247700,23
EMP1552,Asad Raza,Female,28,H.R.,142792,Last Year,Peshawar,03210586580,24
EMP1553,Parveen Mirza,Female,45,,"$95,068",2021-02-11,Gujranwala,03439622819,13
EMP1554,Muhammad Naqvi,Male,40,Operations,222271,2012-01-05,Quetta,0317 650 5859,200
EMP1555,Shazia Sheikh,Female,35,HR,,2020-04-19,Quetta,0348-946-3428,78
